Year,Authors with ETIS account,Title,URL,DOI,Imported keywords,Author keywords,Abstract
2021,Normunds Stivrinš,Natural and Human-Transformed Vegetation and Landscape Reflected by Modern Pollen Data in the Boreonemoral Zone of Northeastern Europe,https://www.mdpi.com/1999-4907/12/9/1166/htm,http://dx.doi.org/10.3390/f12091166,forest; agriculture; natural; urban; lake; pond; Latvia; CORINE,,"Modern pollen composition obtained from waterbody surface sediment represents surrounding vegetation and landscape features. A lack of detailed information on modern pollen from Latvia potentially limits the strength of various pollen-based reconstructions (vegetation composition, climate, landscape, human impact) for this territory. The aim of this study is to compare how modern pollen from natural and human-made waterbodies reflects the actual vegetation composition and landscape characteristics. Modern pollen analyses from surface sediment samples of 36 waterbodies from Latvia alongside oceanic-continental, lowland-upland, urban-rural and forested-agricultural gradients have been studied. In addition, we considered the dominant Quaternary sediment, soil type and land use around the studied waterbodies in buffer zones with widths of one and four km. The information on climate for the last 30 years from the closest meteorological station for each study site was obtained. Data were analyzed using Pearson correlation and principal component analysis. Results show that relative pollen values from surface sediment of waterbodies reflect dominant vegetation type and land use. Modern forest biomass had a positive correlation with pollen accumulation rate, indicating the potential use of pollen-based forest biomass reconstructions for the boreonemoral zone after additional research and calibration."
2022,Kandi Sridhar,Active-Modified Atmosphere Packaging of Ready-to-Eat Pomegranate (Punica granatum L.) Arils at Ambient Temperature for Extending Shelf-Life,https://www.mdpi.com/2077-0472/12/2/155/htm,http://dx.doi.org/10.3390/agriculture12020155,,,"Modified atmosphere packaging (MAP) has been widely applied to extend the shelf-life of fresh-cut produces, such as ready-to-eat pomegranate arils. However, many studies used MAP to extend the shelf-life of arils at 3, 4, and 15 Â°C. The evidence suggested that MAP can extend the shelf-life of arils at an ambient temperature. Therefore, we attempted to extend the shelf-life of ready-to-eat pomegranate arils using active MAP at an ambient temperature and evaluated its chemical, quality, and microbial properties. Samples were flushed with specific gas compositions of oxygen (O2) and carbon dioxide (CO2) at an ambient temperature and 60 Â± 2% relative humidity (RH). The findings demonstrated that active MAP increased the titratable acidity (0.32&3.64%), anthocyanins (0.27&0.42 g/L), reducing sugars (1.06&10.13%), and total soluble solids (15&19 Â°Brix), while it decreased the pH (3.20&3.54) and hardness (4.60&9.40 N) with a microbial load of â‰¤5 log CFU/g at ambient temperature for 5 days. Ultimately, active MAP could be an effective technique to be used in ready-to-eat produce industries and has the potential to guarantee a longer shelf-life at ambient temperature without the use of refrigerator facilities."
2022,Evelin Jürgenson,The Role of Spatial Plans Adopted at the Local Level in the Spatial Planning Systems of Central and Eastern European Countries,http://www.mdpi.com/2073-445X/11/9/1599,http://dx.doi.org/10.3390/land11091599,,,"Most CEE countries have at least two types of spatial plans at the local level. In every CEE country, at least one type of spatial plan is a universally binding legal act. A recurring problem in them is the appearance of barriers to the interpretation of planning provisions. Differences can be found across CEE countries, in relation to the role of spatial plans. A problem is the differentiation of the contents of the different types of plans."
2024,Olga Liivapuu; Viktor Abramov,SO(3)-Irreducible Geometry in Complex Dimension Five and Ternary Generalization of Pauli Exclusion Principle,https://www.mdpi.com/2218-1997/10/1/2,http://doi.org/10.3390/universe10010002,,,"Motivated by a ternary generalization of the Pauli exclusion principle proposed by R. Kerner, we propose a notion of aZ3-skew-symmetric covariantSO(3)-tensor of the third order, consider it as a 3-dimensional matrix, and study the geometry of the 10-dimensional complex space of these tensors. We split this 10-dimensional space into a direct sum of two 5-dimensional subspaces by means of a primitive third-order root of unityq, and in each subspace, there is an irreducible representation of the rotation groupSO(3)â†ªSU(5). We find twoSO(3)-invariants ofZ3-skew-symmetric tensors: one is the canonical Hermitian metric in five-dimensional complex vector space and the other is a quadratic form denoted byK(z,z). We study the invariant properties ofK(z,z)and find its stabilizer. Making use of these invariant properties, we define anSO(3)-irreducible geometric structure on a five-dimensional complex Hermitian manifold. We study a connection on a five-dimensional complex Hermitian manifold with anSO(3)-irreducible geometric structure and find its curvature and torsion."
2021,Pirko Tõugu,Motivation for the family visit and on-the-spot activities shape children's learning experience in a science center ,https://www.frontiersin.org/articles/10.3389/fpsyg.2021.629657/full?utm_source=Email_to_authors_utm_medium=Emailutm_content=T1_11.5e1_authorutm_campaign=Email_publicationfield=journalName=Frontiers_in_Psychologyid=629657,http://dx.doi.org/10.3389/fpsyg.2021.629657,,,"Motivation is closely related to learning in general, and learning in informal settings is no exception. Visitors may come to the museum for a large variety of reasons, e.g., social reasons, interest in the subject, entertainment etc. (Falk et al., 1998;Rowe and Nickels, 2011;Ji et al., 2014). Motivation for the museum visit has been shown to shape the informal learning experience for adults and to affect their learning outcome (Falk et al., 1998;Moussouri and Roussos, 2013). Adults with a learning motivation remember more concepts at the end of the visit as compared to adults without such motivation (Falk et al., 1998) and spend their time mostly visiting exhibits rather than socializing (Moussouri and Roussos, 2013). There is not any information available about how parents' motivation for the museum visit relates to children's experience and learning."
2021,Anouar Belahcen; Anton Rassõlkin; Ants Kallaste; Ekaterina Andriushchenko; Hamidreza Heidari; Toomas Vaimann,Design of a Research Laboratory Drive System for a Synchronous Reluctance Motor for Vector Control and Performance Analysis,https://www.mdpi.com/2411-5134/6/4/64/htm,http://dx.doi.org/10.3390/inventions6040064,,,"Motor-drive systems have the most significant share in industrial energy consumption, which requires a deep study in every aspect of the field. This paper presents a synchronous reluctance motor (SynRM) drive system based on Plecs RT box 1. The system's design provides the opportunity for the open-loop and closed-loop control of the motor and a characteristic performance analysis of the motor. This paper focuses on the hardware implementation of a research laboratory setup and the precise vector control of the SynRM in real-time. The application of the digital controller and inverter to drive SynRM is examined. The voltage, current, and speed transducers were employed for monitoring the protective measures and to control the motor in the closed-loop. The design of the signal conditioning and the intermediary cards for isolation and data acquisition are described in detail. An algorithm is proposed to measure the whole system parameters, including motor, inverter, and cables. Thanks to the RT box 1, the principle of real-time simulation of control algorithms is investigated, and the rapid control prototyping of field-oriented control (FOC) of SynRM was implemented. The simulation of the system was carried out in the Plecs platform, and the results are presented. The experimental results of the implemented control algorithms validate the setup's performance and the control algorithm. Finally, as a study of the motor's performance, the efficiency map of the motor is drawn in different speed and torque ranges."
2020,Aive Liibusk; Rivo Uiboupin; Sander Rikka; Tarmo Kall; Ülo Suursaar,Validation of Copernicus Sea Level Altimetry Products in the Baltic Sea and Estonian Lakes,https://www.mdpi.com/2072-4292/12/24/4062,http://dx.doi.org/10.3390/rs12244062,,,"Multi-mission satellite altimetry (e.g., ERS, Envisat, TOPEX/Poseidon, Jason) data have enabled a synoptic-scale view of ocean variations in past decades. Since 2016, the Sentinel-3 mission has provided better spatial and temporal sampling compared to its predecessors. The Sentinel-3 Ku/C Radar Altimeter (SRAL) is one of the synthetic aperture radar altimeters (SAR Altimeter) which is more precise for coastal and lake observations. The article studies the performance of the Sentinel-3 Level-2 sea level altimetry products in the coastal areas of the Baltic Sea and on two lakes of Estonia. The Sentinel-3 data were compared with (i) collocated Global Navigation Satellite System (GNSS) ship measurements, (ii) the Estonian geoid model (EST-GEOID2017) together with sea-level anomaly corrections from the tide gauges, and (iii) collocated buoy measurements. The comparisons were carried out along seven Sentinel-3A/B tracks across the Baltic Sea and Estonian lakes in 2019. In addition, the Copernicus Marine Environment Monitoring Service (CMEMS) Level-3 sea-level products and the Nucleus for European Modelling of the Ocean (NEMO) reanalysis outcomes were compared with measurements from Estonia's 21 tide gauges and the buoy deployed offshore. Our results showed that the uncertainty of the Sentinel-3 Level-2 altimetry product was below decimetre level for the seacoast and the selected lakes of Estonia. Results from CMEMS Level-3 altimetry products showed a correlation of 0.83 (RMSE 0.18 m) and 0.91 (RMSE 0.27 m) when compared against the tide gauge measurements and the NEMO model, respectively. The overall performance of the altimetry products was very good, except in the immediate vicinity of the coastline and for the lakes, where the accuracy was nearly three times lower than for the open sea, but still acceptably good."
2021,Adolfo Ruiz Calleja; Luis Pablo Prieto Santos; Maria Jesus Rodriguez Triana; Pankaj Chejara; Reet Kasepalu; Shashi Kant Shankar,EFAR-MMLA: An Evaluation Framework to Assess and Report Generalizability of Machine Learning Models in MMLA,https://www.mdpi.com/1424-8220/21/8/2863,http://dx.doi.org/10.3390/s21082863,,,"Multimodal Learning Analytics (MMLA) researchers are progressively employing machine learning (ML) techniques to develop predictive models to improve learning and teaching practices. These predictive models are often evaluated for their generalizability using methods from the ML domain, which do not take into account MMLA's educational nature. Furthermore, there is a lack of systematization in model evaluation in MMLA, which is also reflected in the heterogeneous reporting of the evaluation results. To overcome these issues, this paper proposes an evaluation framework to assess and report the generalizability of ML models in MMLA (EFAR-MMLA). To illustrate the usefulness of EFAR-MMLA, we present a case study with two datasets, each with audio and log data collected from a classroom during a collaborative learning session. In this case study, regression models are developed for collaboration quality and its sub-dimensions, and their generalizability is evaluated and reported. The framework helped us to systematically detect and report that the models achieved better performance when evaluated using hold-out or cross-validation but quickly degraded when evaluated across different student groups and learning contexts. The framework helps to open up a â€œwicked problemâ€ in MMLA research that remains fuzzy (i.e., the generalizability of ML models), which is critical to both accumulating knowledge in the research community and demonstrating the practical relevance of these techniques."
2021,Alfonso Tlatoani Garcia Sosa,Exploring EZH2-Proteasome Dual-Targeting Drug Discovery through a Computational Strategy to Fight Multiple Myeloma,https://www.mdpi.com/1420-3049/26/18/5574/htm,http://dx.doi.org/10.3390/molecules26185574,,,"Multiple myeloma is an incurable plasma cell neoplastic disease representing about 10&15% of all haematological malignancies diagnosed in developed countries. Proteasome is a key player in multiple myeloma and proteasome inhibitors are the current first-line of treatment. However, these are associated with limited clinical efficacy due to acquired resistance. One of the solutions to overcome this problem is a polypharmacology approach, namely combination therapy and multitargeting drugs. Several polypharmacology avenues are currently being explored. The simultaneous inhibition of EZH2 and Proteasome 20S remains to be investigated, despite the encouraging evidence of therapeutic synergy between the two. Therefore, we sought to bridge this gap by proposing a holistic in silico strategy to find new dual-target inhibitors. First, we assessed the characteristics of both pockets and compared the chemical space of EZH2 and Proteasome 20S inhibitors, to establish the feasibility of dual targeting. This was followed by molecular docking calculations performed on EZH2 and Proteasome 20S inhibitors from ChEMBL 25, from which we derived a predictive model to propose new EZH2 inhibitors among Proteasome 20S compounds, and vice versa, which yielded two dual-inhibitor hits. Complementarily, we built a machine learning QSAR model for each target but realised their application to our data is very limited as each dataset occupies a different region of chemical space. We finally proceeded with molecular dynamics simulations of the two docking hits against the two targets. Overall, we concluded that one of the hit compounds is particularly promising as a dual-inhibitor candidate exhibiting extensive hydrogen bonding with both targets. Furthermore, this work serves as a framework for how to rationally approach a dual-targeting drug discovery project, from the selection of the targets to the prediction of new hit compounds."
2021,Irina Hussainova; Jekaterina Kazantseva; Roman Ivanov,Biomechanical features of graphene-augmented inorganic nanofibrous scaffolds and their physical interaction with viruses,https://www.mdpi.com/1996-1944/14/1/164,http://dx.doi.org/10.3390/ma14010164,Adherence | Alumina | Anisotropy | Biomechanics | Graphene | Nanofibers | Virions,,"Nanofibrous substrates and scaffolds are widely being studied as matrices for 3D cell cultures, and disease models as well as for analytics and diagnostic purposes. These scaffolds usually comprise randomly oriented fibers. Much less common are nanofibrous scaffolds made of stiff inorganic materials such as alumina. Well-aligned matrices are a promising tool for evaluation of behavior of biological objects affected by micro/nano-topologies as well as anisotropy. In this work, for the first time, we report a joint analysis of biomechanical properties of new ultra-anisotropic, self-aligned ceramic nanofibers augmented with two modifications of graphene shells (GAIN scaffolds) and their interaction of three different viral types (influenza virus A, picornavirus (human parechovirus) and potato virus). It was discovered that nano-topology and structure of the graphene layers have a significant implication on mechanical properties of GAIN scaffolds resulting in non-linear behavior. It was demonstrated that the viral adhesion to GAIN scaffolds is likely to be guided by physical cues in dependence on mutual steric factors, as the scaffolds lack common cell membrane proteins and receptors which viruses usually deploy for transfection. The study may have implications for selective viral adsorption, infected cells analysis, and potentially opening new tools for anti-viral drugs development."
2022,Anne Kahru; Monika Mortimer,Nanomaterials and Microorganisms: From Green Synthesis to Antibacterial Applications in Medicine and Agriculture,https://www.mdpi.com/2079-4991/12/23/4265,http://dx.doi.org/10.3390/nano12234265,,,"Nanomaterial-based solutions for microorganism-related issues are gaining interest in medical fields, consumer applications, and agriculture. The main issues driving innovation in this field are the increasing antimicrobial resistance (AMR) of conventional antibiotics and the environmental toxicity of widely used agricultural chemicals: a problem that has been largely overlooked. Therefore, the synthesis of new materials or modification of the existing ones is urgently needed to tackle these health and environmental problems. The top priority of these issues was reflected by the topics of the research papers submitted to the Special Issue â€œNanomaterials and Microorganismsâ€. Namely, the common denominator of the papers collected in this Special Issue was the design of innovative nanomaterials that showed improved activity against pathogenic bacteria. The application fields of these materials ranged from medicine to agriculture and the proposed novel materials varied from nanocomposites based on traditional antibacterial nanomaterials such as silver or zinc oxide to selenium-based or reduced graphene oxide/S/Se nanocomposites."
2021,Olesja Bondarenko,Recent Discoveries in Nanoparticle&Macrophage Interactions: In Vitro Models for Nanosafety Testing and Novel Nanomedical Approaches for Immunotherapy,https://www.mdpi.com/2079-4991/11/11/2971/htm,http://dx.doi.org/10.3390/nano11112971,,,"Nanoparticles (NPs) offer unique properties for biomedical applications, leading to new nanomedicines. Recent examples of advanced nanoparticle-based nanomedicines are COVID-19 RNA vaccines. Regardless of the delivery route of the NPs into the body (intravenous or subcutaneous injection, oral, intranasal, etc.), NPs inevitably come into contact with immune cells, such as macrophages. Macrophages are phagocytizing cells that determine the fate and the lifetime of NPs in relevant biological fluids or tissues, which has consequences for both nanosafety and nanomedicine."
2023,Anastassia Zabrodskaja,Bottom-Up Approach to Language Policy and Planning in Kazakhstan,https://www.mdpi.com/2075-4698/13/2/43,http://dx.doi.org/10.3390/soc13020043,,language policy; language planning; bottom-up approach; grassroots processes; micro-level planning; Internet space; language prestige,"National and world news is constantly accompanied by inter-group dramas which are permeated by the dynamics of language use and attitudes. Conflicts can arise between the state insisting on an official language and the family and community who may support the preservation or revitalisation of heritage languages. Kazakhstan is an example of how languages (official Kazakh, the language of communication Russian and international English) coexist peacefully. Language policy and planning depend on the ability and willingness of individual members of the speech community to adopt a language. Language planning is often seen as a top-down, government-controlled activity. This paper shows that language planning can also be carried out from below. Here, we analyze the main initiatives of grassroots movements in promoting the status of the Kazakh language and the emergence of new bottom-up approaches facilitated by the Internet and present sociolinguistic survey results regarding the roles, importance and prestige of languages for the people of Kazakhstan. The focus of the study reported in this article is to monitor the transformative character of bottom-up approaches to language-policy study in Kazakhstan."
2021,Urmas Lips,A Cross Disciplinary Framework for Cost-Benefit Optimization of Marine Litter Cleanup at Regional Scale,https://www.frontiersin.org/articles/10.3389/fmars.2021.744208/full,http://dx.doi.org/10.3389/fmars.2021.744208,,,"Needless to say that a comprehensive cleanup of ocean plastic is far beyond reach; therefore the cost-benefit perspective of plastic pollution mitigation has received some interest (McIlgorm et al., 2011;Hardesty and Wilcox, 2017;King, 2018). In this contribution we propose a spatial cost-benefit optimization framework that prioritizes how to spatially apply limited cleanup efforts within a spatial network of marine litter sources. The aim of this framework is to maximize the environmental benefit from cleanup efforts, using input from the maturing field of marine litter transport modeling, in combination with ecosystem functioning and ecosystem service provisions, in relation to variable litter concentrations, as wells as the possibly non-linear cost-efficiency of the clean-up technologies. Following the finding ofSherman and van Sebille (2016), emphasis is placed on the application of cleanup measures near source points. The advantage of our framework is that it improves our understanding of how the optimal solution emerges from the trade-off between ecology and economics, as mediated by physics. Our approach is targeted at the regional marine scale where it is more realistic to arrive at a science-based decision. Here the time scale between investment and benefit is expected to be shorter than at the global scale, because transport pathways are shorter."
2021,Olesja Bondarenko,"Neurotrophic Factors in Parkinson's Disease: Clinical Trials, Open Challenges and Nanoparticle-Mediated Delivery to the Brain",https://www.frontiersin.org/articles/10.3389/fncel.2021.682597/full,http://dx.doi.org/10.3389/fncel.2021.682597,Parkinson's disease; brain-derived neurotrophic factor; cerebral dopamine neurotrophic factor; dopamine neurons; endoplasmic reticulum stress; glial cell line-derived neurotrophic factor; nanomedicine; neuroinflammation,,"Neurotrophic factors (NTFs) are small secreted proteins that support the development, maturation and survival of neurons. NTFs injected into the brain rescue and regenerate certain neuronal populations lost in neurodegenerative diseases, demonstrating the potential of NTFs to cure the diseases rather than simply alleviating the symptoms. NTFs (as the vast majority of molecules) do not pass through the blood&brain barrier (BBB) and therefore, are delivered directly into the brain of patients using costly and risky intracranial surgery. The delivery efficacy and poor diffusion of some NTFs inside the brain are considered the major problems behind their modest effects in clinical trials. Thus, there is a great need for NTFs to be delivered systemically thereby avoiding intracranial surgery. Nanoparticles (NPs), particles with the size dimensions of 1-100 nm, can be used to stabilize NTFs and facilitate their transport through the BBB. Several studies have shown that NTFs can be loaded into or attached onto NPs, administered systemically and transported to the brain. To improve the NP-mediated NTF delivery through the BBB, the surface of NPs can be functionalized with specific ligands such as transferrin, insulin, lactoferrin, apolipoproteins, antibodies or short peptides that will be recognized and internalized by the respective receptors on brain endothelial cells. In this review, we elaborate on the most suitable NTF delivery methods and envision â€œidealâ€ NTF for Parkinson's disease (PD) and clinical trial thereof. We shortly summarize clinical trials of four NTFs, glial cell line-derived neurotrophic factor (GDNF), neurturin (NRTN), platelet-derived growth factor (PDGF-BB), and cerebral dopamine neurotrophic factor (CDNF), that were tested in PD patients, focusing mainly on GDNF and CDNF. We summarize current possibilities of NP-mediated delivery of NTFs to the brain and discuss whether NPs have impact in improving the properties of NTFs and delivery across the BBB. Emerging delivery approaches and future directions of NTF-based nanomedicine are also discussed."
2022,Nikki Sjulander; Timo Kikas,Two-Step Pretreatment of Lignocellulosic Biomass for High-Sugar Recovery from the Structural Plant Polymers Cellulose and Hemicellulose,https://www.mdpi.com/1996-1073/15/23/8898,https://doi.org/10.3390/en15238898,,,"Nitrogen explosive decompression pretreatment was tested on barley straw, aspen wood, and pine wood in a two-step pretreatment approach. The two-step approach aims to avoid the uncontrolled degradation of hemicellulose during pretreatment and to recover high sugar yields from hemicellulose and cellulose. Additionally, the pretreated biomass was filtered after each pretreatment step with a fine metal sieve so that fermentation and hydrolysis inhibitors were removed. A total sugar yield of 43 g per 100 g of dry biomass was achieved from barley straw and aspen wood. For pine wood, the total sugar yield was significantly lower, with 12 g per 100 g of dry biomass. Possible reasons for this low sugar yield are the adsorption and deactivation of cellulases on softwood hemicellulose and on repolymerized lignin after pretreatment."
2024,Eduard Petlenkov; Hossein Nourollahi Hokmabad; Juri Belikov; Kristina Vassiljeva; Noman Shabbir; Oleksandr Husev,"Comparative analysis of machine learning techniques for non-intrusive load monitoring
",https://www.mdpi.com/2079-9292/13/8/1420,https://doi.org/10.3390/electronics13081420,,,"Non-intrusive load monitoring (NILM) has emerged as a pivotal technology in energy management applications by enabling precise monitoring of individual appliance energy consumption without the requirements of intrusive sensors or smart meters. In this technique, the load disaggregation for the individual device is accrued by the recognition of their current signals by employing machine learning (ML) methods. This research paper conducts a comprehensive comparative analysis of various ML techniques applied to NILM, aiming to identify the most effective methodologies for accurate load disaggregation. The study employs a diverse dataset comprising high-resolution electricity consumption data collected from an Estonian household. The ML algorithms, including deep neural networks based on long short-term memory networks (LSTM), extreme gradient boost (XgBoost), logistic regression (LR), and dynamic time warping with K-nearest neighbor (DTW-KNN) are implemented and evaluated for their performance in load disaggregation. Key evaluation metrics such as accuracy, precision, recall, and F1 score are utilized to assess the effectiveness of each technique in capturing the nuanced energy consumption patterns of diverse appliances. Results indicate that the XgBoost-based model demonstrates superior performance in accurately identifying and disaggregating individual loads from aggregated energy consumption data. Insights derived from this research contribute to the optimization of NILM techniques for real-world applications, facilitating enhanced energy efficiency and informed decision-making in smart grid environments."
2021,Ants Kaasik; Arvo Tullus; Heiki Hepner; Linda Rusalepp; Reimo Lutter,Secondary metabolites in leaves of hybrid aspen are affected by the competitive status and early thinning in dense coppices,https://link.springer.com/article/10.1007/s13595-020-01014-3,http://dx.doi.org/10.1007/s13595-020-01014-3,Growth-defense trade-off; Intraspecific competition; Populus; Forest management; HPLC,,"Non-selective thinning of a hybrid aspen coppice stands via corridor or cross-corridor cutting impacts residual trees differently depending on their competitive status. Suppressed residual trees' metabolic profile indicates increased stress level, especially after cross-corridor thinning.â€¢ContextEarly thinning with regular corridor harvests is proposed for the management of post-harvest re-sprouted hybrid aspen (Populus tremulaL.â€‰Ã—P. tremuloidesMichx.) coppice stands. The selection of remaining trees is not size-based and their physiological acclimation to the post-thinning conditions is unknown.â€¢AimsTo analyse differences in secondary metabolite profile between thinning treatments and trees competitive status.â€¢MethodsWe used an HPLC-qTOF mass spectrometer to analyse the leaf extracts of dominant and suppressed trees from stands with different thinning intensities: un-thinned control with basal area of 15.4Â Â±Â 1.52Â m2haâˆ’1, corridor thinning with basal area of 8.5Â Â±Â 0.46Â m2haâˆ’1and cross-corridor thinning with basal area of 3.9Â Â±Â 0.34Â m2haâˆ’1.â€¢ResultsCompetitive status and thinning treatment both had significant effects on the contents of compounds. Higher exposure to irradiance increased the contents of flavonoids and hydroxycinnamates. Corridor thinning treatments doubled the foliar contents of secondary metabolites and lowered macronutrient contents in competitively suppressed residual trees. Dominant residual trees were not affected in this respect.â€¢ConclusionForest management practice and competitive status can significantly modify the metabolite profile in tree leaves. After corridor thinning of a young aspen coppice stand, the small-sized residual trees may initially respond with increased allocation to leaf chemical defence rather than to productivity."
2023,Kandi Sridhar,Development of Novel Foxtail Millet-Based Nutri-Rich Instant Noodles: Chemical and Quality Characteristics,https://www.mdpi.com/2304-8158/12/4/819,http://dx.doi.org/10.3390/foods12040819,,,"Noodles are a popular snack mainly produced from wheat flour; however, the low contents of protein, minerals, and lysine are a concern. Therefore, this research developed nutri-rich instant noodles by using foxtail millet (FTM) (Setaria italic) flour to improve the contents of protein and nutrients and increase its commercial importance. FTM flour was mixed with wheat flour (Triticum aestivum) at a ratio of 0:100, 30:60, 40:50, and 50:40, and the samples were named as control, FTM30, FTM40, and FTM50 noodles, respectively. Mushroom (Pleurotus ostreatus) and rice bran (Oryza sativaL.) flour were added at a percentage of 5% to all the composite noodles (FTM30, FTM40, and FTM50 noodles). The contents of biochemicals, minerals, and amino acids, as well as the organoleptic properties of the noodles, were examined and compared with wheat flour as a control. The results revealed that the carbohydrate (CHO) content of FTM50 noodles was significantly lower (p< 0.05) than all the developed and five commercial noodles named A-1, A-2, A-3, A-4, and A-5. Moreover, the FTM noodles had significantly higher levels of protein, fiber, ash, calcium, and phosphorous than the control and commercial noodles. The percentage of lysine calculated protein efficiency ratio (PER), essential amino acid index (EAAI), biological value (BV), and chemical score (CS) of FTM50 noodles were also higher than that of the commercial noodles. The total bacterial count was nil for the FTM50 noodles, and the organoleptic properties were consistent with those of acceptable standards. The results could encourage the application of FTM flours for the development of variety and value-added noodles with enhanced level of nutrients."
2022,Andres Krumme; Ella Duvanova; Illia Krasnou; Serhii Radio; Valdek Mikli; Yevgen Karpichev,Development of functional composite Cu(II)-polyoxometalate/ PLA with antimicrobial properties,https://www.mdpi.com/1420-3049/27/8/2510,http://dx.doi.org/10.3390/molecules27082510,,,"Novel composite self-disinfecting films of polylactic acid (PLA) filled with nanosized particles of double sodium&copper(II) paratungstate B Na2Cu3(CuOH)2[W12O40(OH)2]Â·32H2O (POM) were developed. The solvent casting (POM/PLA film) and solvent-free melt extrusion methods (Extr. POM/PLA film) were applied for film preparation. The copper (II) ion release to water from both types of the films after 10 days at different temperatures demonstrated that the PLA matrix acts as a diffusion barrier, and the resulting concentration of released copper in water at room temperature remained low, at 0.79% for POM/PLA film and 0.51% for Extr. POM/PLA film. The POM-containing films reveals a significant inhibitory effect againstE. coliATCC 25922 in the agar diffusion test. The numbers of CFUs in washes of the films after incubation for 24 h were found to be 3.6logCFU mL&1(POM/PLA film) and 4.1logCFU mL&1(Extr. POM/PLA film). The films combine the antibacterial properties of POM and a bio-based polymer matrix, which makes them a prospective coating material for applications in hospital indoor environments. Excellent thermal stability of POM gives a technological advantage for industrial manufacturing to allow the processing of novel composite material in the solvent free (molten) state."
2021,Anton Rassõlkin; Ants Kallaste; Bilal Asad; Karolina Kudelina; Toomas Vaimann,Methods of Condition Monitoring and Fault Detection for Electrical Machines,https://www.mdpi.com/1349850,http://dx.doi.org/10.3390/en14227459,,,"Nowadays, electrical machines and drive systems are playing an essential role in different applications. Eventually, various failures occur in long-term continuous operation. Due to the increased influence of such devices on industry, industrial branches, as well as ordinary human life, condition monitoring and timely fault diagnostics have gained a reasonable importance. In this review article, there are studied different diagnostic techniques that can be used for algorithms' training and realization of predictive maintenance. Benefits and drawbacks of intelligent diagnostic techniques are highlighted. The most widespread faults of electrical machines are discussed as well as techniques for parameters' monitoring are introduced."
2020,Jarek Kurnitski,A Qualitative Control Approach to Reduce Energy Costs of Hybrid Energy Systems: Utilizing Energy Price and Weather Data,https://www.mdpi.com/1996-1073/13/6/1401,http://doi.org/10.3390/en13061401,,,"Nowadays, many buildings are equipped with various energy sources. The challenge is how to efficiently utilize their energy production. This includes decreasing the share and costs of external energy: usually electrical energy delivered from the grid. The following study presents a qualitative approach with a combined control to solve the problem. The approach is demonstrated using a simulated residential building equipped with a hybrid energy system: a thermal energy storage combined with an electrical heater, a geothermal heat pump and a solar thermal collector. Consequently, the share of renewable energy was increased and, conversely, costs of the external energy from grid decreased by 12.2%. The results were based on a qualitative approach and the algorithm which predicts the need of energy of the building over the next 6 h with the aid of weather forecasting. This approach included a storage tank of 300 L. The energy costs can be further decreased 7.7% by increasing thermal storage capacity and modifying the control algorithm. In all cases, the indoor conditions were kept at a comfortable level. However, if the room temperature is temporarily allowed to slightly drop a few degrees during the heating season, the energy costs were further reduced."
2023,Fred Elhi,Sustainability of Multiwall Carbon Nanotube Fibers and Their Cellulose Composite,https://www.mdpi.com/2071-1050/15/12/9227,https://doi.org/10.3390/su15129227,,,"Nowadays, the research community envisions smart materials composed of biodegradable, biocompatible, and sustainable natural polymers, such as cellulose. Most applications of cellulose electroactive materials are developed for energy storage and sensors, while only a few are reported for linear actuators. Therefore, we introduce here cellulose-multiwall carbon nanotube composite (Cell-CNT) fibers compared with pristine multiwall carbon nanotube (CNT) fibers made by dielectrophoresis (DEP) in their linear actuation in an organic electrolyte. Electrochemical measurements (cyclic voltammetry, square wave potential steps, and chronopotentiometry) were performed with electromechanical deformation (EMD) measurements. The linear actuation of Cell-CNT outperformed the main actuation at discharging, having 7.9 kPa stress and 0.062% strain, making this composite more sustainable in smart materials, textiles, or robotics. The CNT fiber depends on scan rates switching from mixed actuation to main expansion at negative charging. The CNT fiber-specific capacitance was much enhanced with 278 F gâˆ’1, and had a capacity retention of 96% after 5000 cycles, making this fiber more sustainable in energy storage than the Cell-CNT fiber. The fiber samples were characterized by scanning electron microscopy (SEM), BET (Braunauer-Emmett-Teller) measurement, energy dispersive X-ray (EDX) spectroscopy, FTIR, and Raman spectroscopy."
2021,Arno Baltin,Personal Life Satisfaction as a Measure of Societal Happiness is an Individualistic Presumption: Evidence from Fifty Countries,https://link.springer.com/article/10.1007%2Fs10902-020-00311-y#citeas,http://dx.doi.org/10.1007/s10902-020-00311-y,,,"Numerous studies document that societal happiness is correlated with individualism, but the nature of this phenomenon remains understudied. In the current paper, we address this gap and test the reasoning that individualism correlates with societal happiness because the most common measure of societal happiness (i.e., country-level aggregates of personal life satisfaction) is individualism-themed. With the data collected from 13,009 participants across fifty countries, we compare associations of four types of happiness (out of which three are more collectivism-themed than personal life satisfaction) with two different measures of individualism. We replicated previous findings by demonstrating that societal happiness measured as country-level aggregate of personal life satisfaction is correlated with individualism. Importantly though, we also found that the country-level aggregates of the collectivism-themed measures of happiness do not tend to be significantly correlated with individualism. Implications for happiness studies and for policy makers are signaled."
